,location,total_sqft,bath,price,bhk
4788,Lakshminarayana Pura,1210.0,2.0,75.0,2
4789,Lakshminarayana Pura,1169.0,2.0,75.0,2
4790,Lakshminarayana Pura,1200.0,2.0,75.0,2
4791,Lakshminarayana Pura,1172.0,2.0,75.0,2
4792,Lakshminarayana Pura,1172.0,2.0,75.0,2
4793,Lakshminarayana Pura,1180.0,2.0,75.0,2
4794,Lakshminarayana Pura,1200.0,2.0,83.0,2
4795,Lakshminarayana Pura,1200.0,2.0,80.0,2
4796,Lakshminarayana Pura,1195.0,2.0,75.0,2
4797,Lakshminarayana Pura,1200.0,2.0,80.0,2
4798,Lingadheeranahalli,1521.0,3.0,95.0,3
4799,Lingadheeranahalli,1511.0,3.0,95.0,3
4800,Lingadheeranahalli,1683.0,3.0,109.0,3
4801,Lingadheeranahalli,1519.0,3.0,93.0,3
4802,Lingadheeranahalli,1521.0,3.0,94.99,3
4803,Lingadheeranahalli,1682.0,3.0,120.0,3
4804,Lingadheeranahalli,1521.0,3.0,94.71,3
4805,Lingadheeranahalli,1893.0,3.0,130.0,3
4806,Lingadheeranahalli,1705.0,3.0,110.0,3
4807,Lingadheeranahalli,2245.0,4.0,154.0,4
4808,Lingadheeranahalli,1682.0,3.0,113.0,3
4809,Lingadheeranahalli,1682.0,3.0,114.0,3
4810,Lingadheeranahalli,1506.0,3.0,95.0,3
4811,Lingadheeranahalli,1683.0,3.0,110.0,3
4812,Lingadheeranahalli,1684.0,3.0,120.0,3
4813,Lingadheeranahalli,2236.0,4.0,153.0,4
4814,Lingadheeranahalli,1894.0,4.0,114.0,3
4815,Lingadheeranahalli,2240.0,4.0,160.0,4
4816,Magadi Road,3600.0,6.0,141.0,6
4817,Magadi Road,1116.0,2.0,50.0,2
4819,Magadi Road,884.0,2.0,41.1,2
4820,Magadi Road,1005.0,2.0,55.78,2
4821,Magadi Road,1000.0,2.0,46.5,2
4822,Magadi Road,1500.0,2.0,93.0,4
4824,Magadi Road,1345.0,2.0,55.0,2
4826,Magadi Road,5000.0,6.0,360.0,5
4827,Magadi Road,1116.0,2.0,51.89,2
4828,Magadi Road,1052.0,2.0,60.0,3
4829,Magadi Road,940.0,2.0,50.0,2
4830,Magadi Road,1318.0,2.0,68.0,3
4832,Magadi Road,884.0,2.0,48.0,2
4834,Mahadevpura,1150.0,2.0,52.0,2
4835,Mahadevpura,1250.0,2.0,52.0,2
4836,Mahadevpura,1260.0,2.0,57.6,2
4837,Mahadevpura,730.0,1.0,35.0,1
4838,Mahadevpura,1434.0,2.0,67.39,3
4839,Mahadevpura,1146.0,2.0,53.8,2
4840,Mahadevpura,1532.0,2.0,62.0,2
4841,Mahadevpura,1620.0,2.0,76.0,3
4842,Mahadevpura,1136.0,2.0,64.5,2
4843,Mahadevpura,1400.0,2.0,65.8,3
4844,Mahadevpura,1137.0,2.0,53.4,2
4845,Mahadevpura,1601.0,3.0,95.0,3
4846,Mahadevpura,1450.0,3.0,75.0,3
4847,Mahadevpura,1152.0,2.0,54.0,2
4848,Mahadevpura,1212.0,2.0,56.9,2
4850,Mahadevpura,1505.0,3.0,78.0,3
4851,Mahadevpura,1500.0,2.0,70.0,3
4852,Mahadevpura,1236.0,2.0,58.0,2
4853,Mahadevpura,1236.0,2.0,58.0,2
4854,Mahadevpura,1120.0,2.0,53.0,2
4855,Mahalakshmi Layout,1575.0,5.0,158.0,4
4856,Mahalakshmi Layout,1105.0,2.0,80.0,2
4857,Mahalakshmi Layout,1200.0,3.0,160.0,4
4858,Mahalakshmi Layout,1200.0,2.0,110.0,3
4859,Mahalakshmi Layout,1876.0,3.0,150.0,3
4860,Mallasandra,1665.0,3.0,95.0,3
4861,Mallasandra,1665.0,3.0,86.58,3
4862,Mallasandra,1340.0,2.0,61.0,2
4863,Mallasandra,1325.0,2.0,70.0,2
4864,Mallasandra,1665.0,3.0,86.91,3
4865,Mallasandra,1325.0,2.0,70.0,2
4866,Mallasandra,905.0,2.0,40.0,2
4867,Mallasandra,1325.0,2.0,65.0,2
4868,Mallasandra,1325.0,2.0,73.0,2
4869,Mallasandra,1565.0,2.0,69.0,2
4870,Mallasandra,905.0,2.0,35.0,2
4872,Mallasandra,1100.0,2.0,76.3,3
4873,Malleshpalya,1140.0,2.0,46.5,2
4874,Malleshpalya,1225.0,2.0,46.86,2
4876,Malleshpalya,1052.0,2.0,50.0,2
4877,Malleshpalya,1405.0,2.0,77.0,3
4878,Malleshpalya,1065.0,2.0,50.0,2
4879,Malleshpalya,1210.0,2.0,55.0,2
4881,Malleshpalya,1060.0,2.0,40.0,2
4882,Malleshpalya,1430.0,2.0,69.5,3
4883,Malleshpalya,1421.0,2.0,90.0,2
4884,Malleshpalya,1245.0,2.0,55.0,2
4885,Malleshpalya,1200.0,2.0,46.0,2
4886,Malleshpalya,1225.0,2.0,52.0,2
4887,Malleshwaram,705.0,1.0,67.0,1
4888,Malleshwaram,12000.0,7.0,2200.0,7
4889,Malleshwaram,2500.0,5.0,325.0,4
4890,Malleshwaram,2006.0,3.0,297.0,3
4891,Malleshwaram,686.0,1.0,62.5,1
4892,Malleshwaram,2475.0,4.0,332.0,3
4893,Malleshwaram,2610.0,3.0,399.0,3
4894,Malleshwaram,2475.0,4.0,320.0,3
4895,Malleshwaram,900.0,2.0,95.0,2
4896,Malleshwaram,1420.0,2.0,158.0,2
4897,Malleshwaram,2000.0,3.0,250.0,3
4898,Malleshwaram,2215.0,3.0,275.0,3
4900,Malleshwaram,2475.0,4.0,300.0,3
4902,Malleshwaram,2215.0,4.0,310.0,3
4903,Malleshwaram,480.0,1.0,60.0,1
4904,Malleshwaram,1290.0,2.0,120.0,2
4905,Malleshwaram,2475.0,4.0,326.0,3
4906,Malleshwaram,2476.0,3.0,337.0,3
4907,Malleshwaram,900.0,2.0,90.0,2
4909,Malleshwaram,2050.0,4.0,270.0,3
4910,Malleshwaram,900.0,2.0,72.0,2
4911,Malleshwaram,620.0,1.0,86.8,1
4912,Malleshwaram,600.0,1.0,68.0,2
4913,Malleshwaram,2475.0,4.0,337.0,3
4914,Malleshwaram,2215.0,3.0,275.0,3
4915,Malleshwaram,2215.0,3.0,330.0,3
4917,Malleshwaram,1020.0,2.0,80.0,2
4918,Malleshwaram,600.0,1.0,90.0,2
4919,Malleshwaram,2200.0,3.0,275.0,3
4920,Malleshwaram,2475.0,4.0,326.0,3
4921,Malleshwaram,1500.0,2.0,140.0,2
4922,Malleshwaram,2475.0,4.0,340.0,3
4923,Malleshwaram,1400.0,2.0,190.0,2
4924,Malleshwaram,2475.0,4.0,300.0,3
4925,Malleshwaram,2400.0,3.0,380.0,3
4926,Malleshwaram,580.0,1.0,45.0,1
4927,Malleshwaram,1410.0,2.0,125.0,2
4930,Marathahalli,1220.0,2.0,57.0,2
4931,Marathahalli,1200.0,2.0,52.0,2
4932,Marathahalli,1200.0,2.0,60.0,2
4933,Marathahalli,1933.0,3.0,140.0,3
4934,Marathahalli,950.0,2.0,46.96,2
4935,Marathahalli,1230.0,2.0,80.0,2
4936,Marathahalli,3800.0,4.0,250.0,4
4937,Marathahalli,1019.0,2.0,49.85,2
4938,Marathahalli,1215.0,2.0,67.0,2
4939,Marathahalli,2181.0,3.0,152.0,4
4940,Marathahalli,1170.0,2.0,53.0,2
4941,Marathahalli,1019.0,2.0,49.86,2
4942,Marathahalli,1325.0,2.0,71.55,2
4943,Marathahalli,1220.0,2.0,56.5,2
4945,Marathahalli,1152.0,2.0,56.0,2
4946,Marathahalli,1610.0,3.0,90.0,3
4947,Marathahalli,1146.0,2.0,70.0,2
4949,Marathahalli,1469.0,3.0,89.0,3
4954,Marathahalli,2519.0,5.0,185.0,4
4956,Marathahalli,957.0,2.0,46.9,2
4957,Marathahalli,1583.0,3.0,105.0,3
4958,Marathahalli,2524.0,5.0,190.0,4
4962,Marathahalli,1071.0,2.0,52.25,2
4963,Marathahalli,1215.0,2.0,58.86,2
4964,Marathahalli,1102.0,2.0,53.67,2
4965,Marathahalli,1900.0,3.0,123.0,3
4966,Marathahalli,1045.0,2.0,60.0,2
4968,Marathahalli,1215.0,2.0,58.86,2
4969,Marathahalli,1365.0,2.0,73.0,2
4974,Marathahalli,1208.0,2.0,70.0,2
4975,Marathahalli,1325.0,1.0,92.0,2
4976,Marathahalli,1525.0,3.0,90.0,3
4977,Marathahalli,1937.0,3.0,140.0,3
4978,Marathahalli,1550.0,3.0,83.0,3
4979,Marathahalli,1350.0,2.0,86.0,2
4980,Marathahalli,957.0,2.0,47.0,2
4982,Marathahalli,1230.0,2.0,57.0,2
4983,Marathahalli,1200.0,2.0,58.0,2
4985,Marathahalli,607.0,1.0,35.0,1
4986,Marathahalli,1583.0,3.0,109.0,3
4987,Marathahalli,1075.0,2.0,52.43,2
4988,Marathahalli,1360.0,2.0,103.0,2
4989,Marathahalli,1220.0,2.0,58.5,2
4990,Marathahalli,950.0,2.0,45.68,2
4991,Marathahalli,615.0,1.0,44.0,1
4992,Marathahalli,1595.0,3.0,90.0,3
4993,Marathahalli,1350.0,2.0,89.0,2
4994,Marathahalli,1020.0,2.0,57.0,2
4995,Marathahalli,1600.0,3.0,88.0,2
4996,Marathahalli,780.0,1.0,55.0,1
4997,Marathahalli,1710.0,3.0,100.0,3
4999,Marathahalli,1358.0,2.0,81.0,2
5000,Marathahalli,1205.0,2.0,75.0,2
5001,Marathahalli,1730.0,3.0,110.0,3
5002,Marathahalli,1583.0,3.0,115.0,3
5003,Marathahalli,1200.0,2.0,67.0,2
5004,Marathahalli,1095.0,2.0,60.0,2
5005,Marathahalli,1060.0,2.0,48.0,2
5006,Marathahalli,1050.0,2.0,65.0,2
5007,Marathahalli,1102.0,2.0,53.67,2
5008,Marathahalli,1026.0,2.0,49.95,2
5011,Marathahalli,1220.0,2.0,59.0,2
5012,Marathahalli,881.0,2.0,48.06,2
5014,Marathahalli,1710.0,3.0,100.0,3
5015,Marathahalli,1680.0,3.0,105.0,3
5016,Marathahalli,1910.0,3.0,119.0,3
5017,Marathahalli,1602.0,2.0,104.0,2
5018,Marathahalli,700.0,1.0,38.0,1
5019,Marathahalli,1469.0,3.0,89.0,3
5021,Marathahalli,1690.0,3.0,116.0,3
5022,Marathahalli,1065.0,2.0,55.0,2
5023,Marathahalli,1693.0,3.0,125.0,3
5024,Marathahalli,1693.0,3.0,125.0,3
5025,Marathahalli,1196.0,2.0,57.9,2
5026,Marathahalli,1595.0,3.0,88.0,3
5027,Marathahalli,2122.0,3.0,125.0,3
5028,Marathahalli,1730.0,3.0,115.0,3
5031,Marathahalli,1125.0,2.0,55.0,2
5032,Marathahalli,1950.0,3.0,115.0,3
5033,Marathahalli,1250.0,2.0,68.0,2
5034,Marathahalli,1125.0,2.0,56.8,2
5035,Marathahalli,1350.0,2.0,90.0,2
5036,Marathahalli,1200.0,2.0,53.0,2
5037,Marathahalli,2500.0,5.0,175.0,4
5038,Marathahalli,957.0,2.0,47.0,2
5041,Marathahalli,1350.0,2.0,60.0,2
5042,Marathahalli,3400.0,4.0,235.0,4
5043,Marathahalli,1350.0,2.0,99.0,2
5045,Marathahalli,1285.0,2.0,55.0,2
5046,Marathahalli,2500.0,5.0,181.0,4
5047,Marathahalli,3800.0,4.0,235.0,4
5048,Marathahalli,3951.0,4.0,230.0,4
5049,Marathahalli,1125.0,2.0,54.8,2
5050,Marathahalli,1700.0,3.0,126.0,3
5052,Marathahalli,1270.0,2.0,73.0,2
5054,Marathahalli,950.0,2.0,46.7,2
5055,Marathahalli,1550.0,3.0,85.0,3
5056,Marathahalli,1019.0,2.0,49.86,2
5057,Marathahalli,1144.0,2.0,65.0,2
5058,Marathahalli,1240.0,2.0,55.0,2
5059,Marathahalli,1100.0,2.0,75.0,1
5060,Marathahalli,1156.0,2.0,52.0,2
5061,Marathahalli,2524.0,5.0,180.0,4
5062,Marathahalli,1135.0,2.0,60.0,2
5063,Marathahalli,1839.0,3.0,130.0,3
5064,Marathahalli,1170.0,2.0,85.0,2
5065,Marathahalli,1102.0,2.0,53.67,2
5066,Marathahalli,1108.0,2.0,60.0,3
5067,Marathahalli,1449.0,3.0,110.0,3
5068,Marathahalli,1360.0,2.0,101.0,2
5069,Marathahalli,1026.0,2.0,50.18,2
5072,Marathahalli,1270.0,2.0,80.0,2
5073,Marathahalli,1100.0,2.0,50.0,2
5074,Marathahalli,1196.0,2.0,57.95,2
5076,Marathahalli,1485.0,2.0,90.0,3
5077,Marathahalli,1146.0,2.0,69.0,2
5078,Margondanahalli,1090.0,2.0,58.0,2
5079,Margondanahalli,1200.0,2.0,58.5,2
5080,Margondanahalli,1200.0,2.0,67.0,2
5082,Margondanahalli,1000.0,2.0,57.0,2
5084,Margondanahalli,600.0,2.0,35.0,2
5085,Margondanahalli,1200.0,2.0,69.0,2
5086,Margondanahalli,900.0,2.0,49.0,2
5087,Margondanahalli,1140.0,2.0,60.0,2
5088,Margondanahalli,1100.0,2.0,55.0,2
5089,Margondanahalli,1152.0,1.0,66.0,2
5091,Margondanahalli,1200.0,2.0,65.0,2
5092,Margondanahalli,1050.0,2.0,58.0,2
5093,Margondanahalli,1160.0,2.0,65.0,2
5094,Margondanahalli,1334.0,2.0,67.76,2
5095,Marsur,1800.0,4.0,145.0,4
5096,Marsur,1200.0,3.0,90.0,3
5097,Marsur,1200.0,3.0,120.0,3
5098,Mico Layout,5000.0,9.0,210.0,9
5099,Mico Layout,1550.0,2.0,65.0,3
5100,Mico Layout,1125.0,2.0,40.0,2
5101,Mico Layout,1190.0,2.0,39.25,2
5102,Mico Layout,800.0,1.0,29.5,1
5103,Mico Layout,1250.0,2.0,44.0,3
5104,Mico Layout,1171.0,2.0,39.0,2
5105,Mico Layout,1200.0,2.0,53.5,2
5106,Mico Layout,1670.0,3.0,59.0,3
5107,Mico Layout,1140.0,2.0,43.0,2
5108,Munnekollal,1170.0,2.0,52.0,2
5109,Munnekollal,1102.0,2.0,53.67,2
5110,Munnekollal,1390.0,3.0,68.0,3
5111,Munnekollal,1200.0,2.0,49.5,2
5112,Munnekollal,950.0,2.0,46.5,2
5113,Munnekollal,1560.0,3.0,75.0,3
5114,Munnekollal,1750.0,3.0,86.5,3
5115,Munnekollal,1385.0,2.0,66.5,3
5116,Munnekollal,1080.0,2.0,45.0,2
5117,Munnekollal,1170.0,2.0,59.0,2
5119,Munnekollal,1200.0,2.0,57.9,3
5120,Munnekollal,1030.0,2.0,50.36,2
5121,Murugeshpalya,1296.0,2.0,81.0,2
5122,Murugeshpalya,1550.0,3.0,74.0,3
5123,Murugeshpalya,1845.0,3.0,91.0,3
5124,Murugeshpalya,1185.0,2.0,85.0,2
5125,Murugeshpalya,1225.0,2.0,48.0,2
5126,Murugeshpalya,1930.0,3.0,75.0,3
5127,Murugeshpalya,1600.0,2.0,65.0,3
5128,Murugeshpalya,1344.0,2.0,56.0,3
5129,Murugeshpalya,1500.0,2.0,70.0,3
5130,Murugeshpalya,1855.0,3.0,96.0,3
5131,Murugeshpalya,1175.0,2.0,75.0,2
5132,Mysore Road,1175.0,2.0,73.5,2
5133,Mysore Road,1710.0,4.0,91.31,3
5134,Mysore Road,1020.0,2.0,48.95,2
5135,Mysore Road,1175.0,2.0,73.5,2
5136,Mysore Road,1070.0,2.0,45.0,2
5137,Mysore Road,1239.0,2.0,53.0,2
5138,Mysore Road,1060.0,2.0,62.0,2
5139,Mysore Road,980.0,2.0,45.47,2
5140,Mysore Road,883.0,2.0,40.0,2
5141,Mysore Road,1525.0,3.0,96.0,3
5142,Mysore Road,1200.0,2.0,65.0,2
5146,Mysore Road,883.0,2.0,40.95,2
5147,Mysore Road,1070.0,2.0,49.65,2
5149,Mysore Road,883.0,2.0,50.0,2
5150,Mysore Road,1155.0,2.0,51.0,2
5151,Mysore Road,1003.0,2.0,43.0,2
5152,Mysore Road,1237.0,2.0,73.0,2
5153,Mysore Road,883.0,2.0,45.0,2
5154,Mysore Road,1170.0,2.0,65.0,2
5155,Mysore Road,1029.5,2.0,50.855,2
5156,Mysore Road,940.0,2.0,43.61,2
5158,Mysore Road,1020.0,2.0,48.95,2
5159,Mysore Road,1568.0,2.0,100.0,3
5161,Mysore Road,1175.0,2.0,70.5,2
5162,Mysore Road,1080.0,2.0,60.0,3
5164,Mysore Road,883.0,2.0,37.0,2
5166,NGR Layout,1020.0,2.0,45.9,2
5167,NGR Layout,1105.0,2.0,49.73,2
5168,NGR Layout,1022.0,2.0,45.9,2
5169,NGR Layout,1020.0,2.0,45.0,2
5170,NGR Layout,1019.0,2.0,45.9,2
5171,NGR Layout,1020.0,2.0,46.0,2
5172,NGR Layout,1021.0,2.0,46.0,2
5173,NGR Layout,1021.0,2.0,45.9,2
5174,NRI Layout,1565.0,2.0,75.0,3
5175,NRI Layout,2500.0,5.0,130.0,5
5176,NRI Layout,1125.0,2.0,45.56,2
5177,NRI Layout,2150.0,4.0,115.0,4
5178,NRI Layout,1250.0,2.0,75.0,2
5179,NRI Layout,1789.0,3.0,75.0,3
5180,NRI Layout,1731.0,3.0,64.11,3
5181,NRI Layout,2400.0,2.0,125.0,2
5183,Nagarbhavi,1350.0,3.0,150.0,3
5184,Nagarbhavi,1200.0,2.0,150.0,2
5186,Nagarbhavi,2400.0,3.0,160.0,3
5187,Nagarbhavi,884.0,2.0,36.0,1
5188,Nagarbhavi,1055.0,2.0,55.0,2
5190,Nagarbhavi,1223.0,2.0,60.0,2
5191,Nagarbhavi,956.0,2.0,49.0,2
5193,Nagarbhavi,1200.0,2.0,150.0,2
5196,Nagarbhavi,1145.0,2.0,40.0,2
5197,Nagarbhavi,300.0,1.0,20.0,1
5198,Nagarbhavi,1250.0,3.0,175.0,4
5199,Nagarbhavi,710.0,2.0,40.0,1
5201,Nagarbhavi,1212.0,2.0,50.0,2
5202,Nagarbhavi,1020.0,2.0,55.0,2
5204,Nagarbhavi,1120.0,2.0,53.0,2
5206,Nagarbhavi,1146.0,2.0,50.0,2
5208,Nagarbhavi,1190.0,2.0,63.0,2
5210,Nagarbhavi,1050.0,2.0,80.0,2
5211,Nagarbhavi,2500.0,3.0,180.0,5
5213,Nagarbhavi,1250.0,3.0,170.0,2
5215,Nagarbhavi,1400.0,2.0,135.0,3
5217,Nagarbhavi,1100.0,2.0,46.2,2
5218,Nagarbhavi,1080.0,2.0,49.0,2
5219,Nagarbhavi,1800.0,3.0,180.0,4
5220,Nagarbhavi,1225.0,2.0,58.0,2
5221,Nagasandra,980.0,2.0,48.0,2
5222,Nagasandra,2400.0,4.0,145.0,4
5224,Nagasandra,1650.0,3.0,95.0,3
5225,Nagasandra,1500.0,2.0,91.0,2
5226,Nagavara,400.0,1.0,14.0,1
5227,Nagavara,2172.65,3.0,120.0,4
5229,Nagavara,2319.0,3.0,180.0,3
5230,Nagavara,2430.0,4.0,180.0,3
5231,Nagavara,936.0,2.0,40.2,2
5232,Nagavara,1125.0,2.0,44.5,2
5233,Nagavara,1315.0,2.0,70.0,2
5234,Nagavara,1077.0,2.0,50.0,2
5235,Nagavara,2496.0,4.0,125.0,4
5236,Nagavara,1110.0,2.0,44.95,2
5237,Nagavara,1247.0,2.0,58.56,2
5238,Nagavarapalya,1392.0,2.0,99.0,2
5239,Nagavarapalya,705.0,1.0,52.5,1
5240,Nagavarapalya,1300.0,3.0,80.0,3
5241,Nagavarapalya,705.0,1.0,57.0,1
5242,Nagavarapalya,705.0,1.0,55.0,1
5243,Nagavarapalya,705.0,1.0,57.0,1
5244,Nagavarapalya,1335.0,2.0,110.0,2
5245,Nagavarapalya,1260.0,2.0,85.5,2
5246,Narayanapura,1308.0,2.0,89.04,2
5247,Narayanapura,1566.0,3.0,83.3,3
5248,Narayanapura,1485.0,3.0,85.0,3
5249,Narayanapura,1302.0,2.0,69.1,2
5250,Narayanapura,1308.0,2.0,89.04,2
5251,Narayanapura,2357.0,3.0,135.0,3
5252,Narayanapura,2357.0,3.0,135.0,3
5253,Narayanapura,1469.0,2.0,99.14,2
5254,Neeladri Nagar,1053.0,2.0,45.0,2
5255,Neeladri Nagar,1363.0,2.0,68.0,2
5256,Neeladri Nagar,2556.0,3.0,133.0,3
5257,Neeladri Nagar,674.0,1.0,21.0,1
5258,Neeladri Nagar,527.0,1.0,26.0,1
5259,Neeladri Nagar,1167.0,2.0,38.0,3
5260,Neeladri Nagar,1060.0,2.0,35.0,2
5261,Neeladri Nagar,640.0,1.0,20.5,1
5263,Neeladri Nagar,1105.0,2.0,30.0,2
5264,Neeladri Nagar,1100.0,2.0,30.0,2
5265,Neeladri Nagar,2111.0,3.0,103.0,3
5266,Nehru Nagar,1775.0,3.0,110.0,3
5267,Nehru Nagar,2363.0,5.0,120.0,4
5268,Nehru Nagar,2342.0,3.0,115.0,4
5269,Nehru Nagar,967.0,2.0,41.1,2
5270,Nehru Nagar,1374.0,3.0,72.0,3
5271,Nehru Nagar,1674.0,3.0,90.0,3
5272,Nehru Nagar,1269.0,2.0,63.0,3
5273,Nehru Nagar,1100.0,2.0,50.0,2
5274,Nehru Nagar,1674.0,3.0,81.0,3
5275,OMBR Layout,2420.0,3.0,185.0,3
5276,OMBR Layout,1078.0,2.0,65.0,2
5277,OMBR Layout,1101.0,2.0,65.5,2
5278,OMBR Layout,1041.0,2.0,65.5,2
5279,OMBR Layout,1300.0,2.0,80.0,2
5280,OMBR Layout,1085.0,2.0,64.0,2
5281,OMBR Layout,1855.0,3.0,145.0,3
5282,OMBR Layout,1050.0,2.0,48.0,2
5284,OMBR Layout,1165.0,2.0,88.5,2
5285,OMBR Layout,1101.0,2.0,66.0,2
5286,OMBR Layout,3400.0,4.0,275.0,4
5288,Old Airport Road,2732.0,4.0,204.0,4
5290,Old Airport Road,3356.0,4.0,251.0,4
5291,Old Airport Road,1206.0,2.0,75.0,2
5292,Old Airport Road,2774.0,4.0,207.0,4
5293,Old Airport Road,2690.0,4.0,191.0,4
5294,Old Airport Road,2690.0,4.0,199.0,4
5295,Old Airport Road,1655.0,2.0,97.65,2
5296,Old Airport Road,1075.0,2.0,60.0,2
5297,Old Airport Road,1858.0,2.0,167.0,3
5298,Old Airport Road,1150.0,2.0,90.0,2
5299,Old Airport Road,2690.0,4.0,191.0,4
5300,Old Airport Road,2658.0,5.0,187.0,4
5301,Old Airport Road,946.0,2.0,58.0,2
5302,Old Airport Road,2774.0,4.0,208.0,4
5303,Old Airport Road,2774.0,4.0,208.0,4
5304,Old Airport Road,3200.0,4.0,280.0,4
5305,Old Airport Road,2690.0,4.0,201.0,4
5306,Old Airport Road,1145.0,2.0,75.0,2
5307,Old Airport Road,2732.0,4.0,194.0,4
5308,Old Airport Road,2658.0,5.0,189.0,4
5309,Old Airport Road,2774.0,4.0,197.0,4
5310,Old Airport Road,3496.0,4.0,262.0,4
5311,Old Airport Road,2774.0,4.0,197.0,4
5312,Old Airport Road,2732.0,4.0,204.0,4
5313,Old Airport Road,1798.0,3.0,150.0,3
5314,Old Airport Road,2774.0,4.0,208.0,4
5315,Old Airport Road,1184.0,2.0,78.0,2
5316,Old Airport Road,3504.0,4.0,262.0,4
5317,Old Airport Road,1055.0,2.0,75.0,2
5318,Old Madras Road,1425.0,2.0,94.0,3
5322,Old Madras Road,935.0,2.0,45.0,2
5324,Old Madras Road,1720.0,3.0,100.0,3
5325,Old Madras Road,1200.0,2.0,72.0,2
5326,Old Madras Road,1225.0,2.0,53.55,2
5327,Old Madras Road,1100.0,2.0,70.0,2
5329,Old Madras Road,1171.0,2.0,75.0,2
5330,Old Madras Road,935.0,2.0,45.0,2
5333,Old Madras Road,1065.0,2.0,47.86,2
5334,Old Madras Road,2010.0,3.0,125.0,4
5336,Old Madras Road,1480.0,2.0,84.0,3
5338,Old Madras Road,1210.0,2.0,74.0,2
5339,Old Madras Road,1171.0,2.0,72.0,2
5341,Old Madras Road,1480.0,3.0,95.0,3
5343,Old Madras Road,1210.0,2.0,80.0,2
5344,Old Madras Road,1859.0,3.0,121.0,3
5348,Old Madras Road,2300.0,3.0,142.0,3
5350,Old Madras Road,1210.0,2.0,80.0,2
5351,Old Madras Road,1210.0,2.0,77.0,2
5354,Old Madras Road,1330.0,2.0,74.0,2
5355,Old Madras Road,1720.0,3.0,106.0,3
5357,Old Madras Road,2990.0,3.0,170.0,3
5359,Old Madras Road,1171.0,2.0,73.0,2
5360,Old Madras Road,1630.0,3.0,110.0,3
5361,Old Madras Road,1165.0,2.0,52.0,2
5362,Old Madras Road,2640.0,2.0,170.0,2
5363,Old Madras Road,1165.0,2.0,51.42,2
5364,Padmanabhanagar,1020.0,2.0,63.0,2
5365,Padmanabhanagar,1176.0,2.0,62.0,2
5366,Padmanabhanagar,1258.0,2.0,115.0,2
5368,Padmanabhanagar,1100.0,2.0,65.0,2
5369,Padmanabhanagar,3400.0,3.0,210.0,4
5373,Padmanabhanagar,4500.0,4.0,360.0,3
5374,Padmanabhanagar,1200.0,2.0,60.0,2
5376,Padmanabhanagar,1000.0,1.0,90.0,2
5377,Padmanabhanagar,1067.0,2.0,52.0,2
5381,Padmanabhanagar,1100.0,2.0,60.0,2
5382,Padmanabhanagar,2051.0,3.0,180.0,3
5383,Padmanabhanagar,2051.0,3.0,170.0,3
5384,Pai Layout,1006.0,2.0,35.0,2
5385,Pai Layout,1550.0,2.0,90.0,3
5386,Pai Layout,1050.0,2.0,40.0,2
5387,Pai Layout,1400.0,2.0,67.0,3
5388,Pai Layout,1100.0,2.0,50.0,2
5389,Pai Layout,1255.0,2.0,80.0,2
5390,Pai Layout,1075.0,2.0,35.0,2
5391,Pai Layout,1400.0,2.0,57.5,2
5392,Pai Layout,1175.0,2.0,60.0,2
5393,Pai Layout,810.0,2.0,34.5,2
5394,Pai Layout,1000.0,2.0,34.0,2
5395,Pai Layout,1000.0,2.0,42.0,2
5396,Pai Layout,3800.0,6.0,175.0,6
5397,Pai Layout,1068.0,2.0,48.0,2
5398,Pai Layout,1510.0,2.0,65.0,3
5401,Panathur,1359.0,2.0,87.0,2
5402,Panathur,1438.0,2.0,100.0,2
5403,Panathur,1688.0,3.0,118.0,3
5405,Panathur,1198.0,2.0,77.0,2
5406,Panathur,1180.0,2.0,70.0,2
5407,Panathur,1546.0,3.0,99.0,3
5409,Panathur,1000.0,2.0,65.3,2
5410,Panathur,1109.0,2.0,63.0,2
5411,Panathur,1000.0,2.0,68.0,2
5412,Panathur,1255.0,2.0,79.0,2
5413,Panathur,1205.0,2.0,62.9,2
5414,Panathur,1198.0,2.0,82.0,2
5415,Panathur,1235.0,2.0,65.0,2
5416,Panathur,1210.0,2.0,80.0,2
5417,Panathur,1210.0,2.0,77.0,2
5418,Panathur,661.0,1.0,40.0,1
5419,Panathur,1210.0,2.0,78.0,2
5421,Panathur,1050.0,2.0,60.0,2
5422,Panathur,1398.0,2.0,97.0,2
5423,Panathur,1065.0,2.0,58.0,2
5424,Panathur,1007.0,2.0,64.0,2
5425,Panathur,1210.0,2.0,77.93,2
5426,Panathur,1230.0,2.0,80.0,2
5427,Panathur,980.0,2.0,57.0,2
5428,Panathur,1075.0,2.0,60.0,2
5429,Panathur,1210.0,2.0,69.0,2
5430,Panathur,1343.0,2.0,76.0,2
5431,Parappana Agrahara,1194.0,2.0,47.0,2
5432,Parappana Agrahara,1194.0,2.0,47.0,2
5433,Parappana Agrahara,1194.0,2.0,46.0,2
5434,Parappana Agrahara,1194.0,2.0,47.0,2
5435,Parappana Agrahara,1194.0,2.0,46.0,2
5436,Parappana Agrahara,1194.0,2.0,47.0,2
5437,Parappana Agrahara,1194.0,2.0,47.0,2
5438,Parappana Agrahara,1092.0,2.0,43.0,2
5439,Parappana Agrahara,1194.0,2.0,45.0,2
5440,Parappana Agrahara,1200.0,1.0,45.0,1
5441,Parappana Agrahara,1194.0,2.0,46.0,2
5442,Parappana Agrahara,1194.0,2.0,47.0,2
